userid,register_time,country,,,,
25298,22/02/2017,TW,,,,
25304,27/03/2017,TH,,,,
25314,29/05/2017,ID,,,,
25316,16/01/2017,PH,,,,
25323,12/02/2017,ID,,,,
25333,20/05/2017,PH,,,,
25335,27/02/2017,ID,,,,
25345,28/01/2017,TH,,,,
25349,30/03/2017,MY,,,,
25356,23/02/2017,MY,,,,
25358,12/03/2017,TW,,,,
25367,14/04/2017,TW,,,,
25375,12/05/2017,TH,,,,
25385,19/03/2017,ID,,,,
25388,24/01/2017,VN,,,,
25394,27/04/2017,PH,,,,
25404,20/03/2017,MY,,,,
25410,31/03/2017,MY,,,,
25417,4/03/2017,ID,,,,
25426,24/05/2017,ID,,,,
25432,15/05/2017,PH,,,,
25436,15/03/2017,SG,,,,
25437,2/01/2017,MY,,,,
25441,3/03/2017,TW,,,,
25447,27/03/2017,VN,,,,
25449,22/04/2017,TH,,,,
25450,18/03/2017,TW,,,,
25455,12/05/2017,MY,,,,
25456,3/03/2017,MY,,,,
25463,20/02/2017,PH,,,,
25466,7/01/2017,PH,,,,
25467,12/01/2017,PH,,,,
25472,20/05/2017,MY,,,,
25478,22/03/2017,VN,,,,
25487,20/04/2017,TW,,,,
25494,21/03/2017,VN,,,,
25495,6/05/2017,VN,,,,
25499,15/01/2017,ID,,,,
25500,28/01/2017,TH,,,,
25505,18/02/2017,VN,,,,
25515,2/05/2017,TH,,,,
25523,16/04/2017,TW,,,,
25528,27/03/2017,VN,,,,
25529,3/03/2017,ID,,,,
25536,1/01/2017,VN,,,,
25538,8/02/2017,TW,,,,
25545,12/03/2017,TH,,,,
25548,21/03/2017,VN,,,,
25551,18/04/2017,PH,,,,
25554,18/01/2017,SG,,,,
25558,31/05/2017,SG,,,,
25564,23/05/2017,VN,,,,
25574,12/05/2017,TW,,,,
25582,29/04/2017,ID,,,,
25586,8/01/2017,TH,,,,
25588,17/03/2017,TW,,,,
25595,23/04/2017,TH,,,,
25602,2/03/2017,MY,,,,
25610,30/01/2017,SG,,,,
25614,5/05/2017,MY,,,,
25619,14/04/2017,SG,,,,
25624,9/02/2017,TH,,,,
25625,27/04/2017,VN,,,,
25627,23/03/2017,VN,,,,
25635,10/01/2017,SG,,,,
25638,26/05/2017,VN,,,,
25648,3/04/2017,TW,,,,
25651,18/05/2017,VN,,,,
25658,9/02/2017,TH,,,,
25660,21/04/2017,PH,,,,
25669,3/04/2017,ID,,,,
25676,5/04/2017,SG,,,,
25684,19/01/2017,PH,,,,
25694,8/03/2017,TH,,,,
25698,25/02/2017,PH,,,,
25701,27/03/2017,ID,,,,
25711,1/06/2017,SG,,,,
25718,30/01/2017,PH,,,,
25726,22/05/2017,TH,,,,
25727,10/04/2017,MY,,,,
25732,21/02/2017,TH,,,,
25738,19/04/2017,TH,,,,
25747,11/04/2017,TW,,,,
25752,14/01/2017,VN,,,,
25753,21/03/2017,ID,,,,
25759,16/02/2017,PH,,,,
25763,22/05/2017,TH,,,,
25764,9/04/2017,VN,,,,
25771,8/04/2017,PH,,,,
25773,20/04/2017,PH,,,,
25776,17/03/2017,TH,,,,
25783,30/03/2017,ID,,,,
25784,2/01/2017,MY,,,,
25792,12/01/2017,TW,,,,
25795,3/04/2017,ID,,,,
25804,22/02/2017,SG,,,,
25806,10/02/2017,PH,,,,
25816,26/02/2017,PH,,,,
25824,20/01/2017,MY,,,,
25831,23/04/2017,TH,,,,
25832,30/04/2017,ID,,,,
25841,27/01/2017,ID,,,,
25842,26/05/2017,TH,,,,
25852,15/02/2017,PH,,,,
25856,24/01/2017,ID,,,,
25858,27/02/2017,MY,,,,
25867,16/01/2017,TH,,,,
25876,25/02/2017,MY,,,,
25883,11/05/2017,PH,,,,
25885,7/03/2017,SG,,,,
25886,2/01/2017,VN,,,,
25889,2/03/2017,PH,,,,
25894,25/01/2017,VN,,,,
25902,2/03/2017,TW,,,,
25903,14/03/2017,VN,,,,
25905,11/03/2017,SG,,,,
25907,8/04/2017,PH,,,,
25913,12/02/2017,TW,,,,
25920,7/01/2017,VN,,,,
25924,5/02/2017,TW,,,,
25932,23/05/2017,VN,,,,
25940,26/04/2017,SG,,,,
25948,1/01/2017,SG,,,,
25952,30/01/2017,ID,,,,
25958,21/01/2017,ID,,,,
25966,27/01/2017,VN,,,,
25971,2/02/2017,PH,,,,
25979,31/03/2017,VN,,,,
25982,1/06/2017,TW,,,,
25990,10/02/2017,VN,,,,
25995,4/01/2017,TH,,,,
26003,27/02/2017,ID,,,,
26010,5/04/2017,TW,,,,
26014,2/04/2017,SG,,,,
26021,24/03/2017,TH,,,,
26022,23/01/2017,PH,,,,
26027,19/03/2017,SG,,,,
26029,25/02/2017,SG,,,,
26032,16/01/2017,TW,,,,
26035,30/05/2017,MY,,,,
26042,22/05/2017,PH,,,,
26043,18/02/2017,PH,,,,
26045,27/03/2017,ID,,,,
26055,14/05/2017,PH,,,,
26064,17/01/2017,SG,,,,
26072,8/01/2017,PH,,,,
26078,25/04/2017,PH,,,,
26088,16/04/2017,TH,,,,
26093,19/04/2017,VN,,,,
26099,13/03/2017,SG,,,,
26108,5/03/2017,TW,,,,
26111,25/04/2017,SG,,,,
26117,10/05/2017,VN,,,,
26119,11/05/2017,PH,,,,
26129,4/04/2017,VN,,,,
26137,29/03/2017,TW,,,,
26147,26/02/2017,ID,,,,
26152,23/03/2017,TW,,,,
26155,12/05/2017,TH,,,,
26160,26/01/2017,SG,,,,
26162,3/02/2017,VN,,,,
26164,27/02/2017,TH,,,,
26166,30/05/2017,TH,,,,
26175,19/01/2017,SG,,,,
26178,24/03/2017,ID,,,,
26185,22/02/2017,MY,,,,
26190,18/03/2017,SG,,,,
26197,18/01/2017,VN,,,,
26203,16/04/2017,TH,,,,
26212,15/05/2017,PH,,,,
26216,2/03/2017,SG,,,,
26226,31/05/2017,MY,,,,
26227,16/02/2017,TW,,,,
26232,3/03/2017,ID,,,,
26239,20/04/2017,ID,,,,
26246,20/04/2017,TH,,,,
26250,1/02/2017,MY,,,,
26257,25/01/2017,TW,,,,
26265,17/04/2017,SG,,,,
26268,27/05/2017,MY,,,,
26277,4/03/2017,ID,,,,
26282,21/01/2017,ID,,,,
26283,11/01/2017,SG,,,,
26292,4/04/2017,PH,,,,
26296,9/04/2017,SG,,,,
26304,29/03/2017,VN,,,,
26306,18/03/2017,ID,,,,
26309,9/01/2017,PH,,,,
26315,19/01/2017,VN,,,,
26316,12/04/2017,PH,,,,
26321,21/03/2017,SG,,,,
26331,2/01/2017,SG,,,,
26334,21/03/2017,VN,,,,
26340,16/04/2017,PH,,,,
26346,13/05/2017,SG,,,,
26349,29/04/2017,PH,,,,
26355,12/01/2017,PH,,,,
26365,8/02/2017,TW,,,,
26374,4/05/2017,TH,,,,
26377,13/04/2017,ID,,,,
26385,4/05/2017,PH,,,,
26391,11/01/2017,MY,,,,
26396,3/03/2017,PH,,,,
26404,3/04/2017,VN,,,,
26413,1/05/2017,PH,,,,
26421,22/01/2017,SG,,,,
26424,23/01/2017,TW,,,,
26433,31/01/2017,SG,,,,
26442,6/01/2017,TH,,,,
26452,19/01/2017,VN,,,,
26456,7/05/2017,PH,,,,
26465,27/01/2017,VN,,,,
26474,4/01/2017,SG,,,,
26479,17/03/2017,MY,,,,
26486,9/01/2017,PH,,,,
26496,24/05/2017,TW,,,,
26505,7/01/2017,TW,,,,
26508,25/04/2017,VN,,,,
26511,5/04/2017,PH,,,,
26521,25/03/2017,VN,,,,
26527,19/03/2017,PH,,,,
26536,26/01/2017,SG,,,,
26537,7/02/2017,MY,,,,
26538,21/05/2017,ID,,,,
26547,20/01/2017,MY,,,,
26555,20/04/2017,SG,,,,
26559,13/04/2017,PH,,,,
26564,16/04/2017,VN,,,,
26574,11/04/2017,PH,,,,
26575,5/05/2017,VN,,,,
26576,24/04/2017,VN,,,,
26579,21/01/2017,SG,,,,
26587,5/04/2017,TH,,,,
26588,12/05/2017,VN,,,,
26590,17/05/2017,MY,,,,
26598,6/03/2017,ID,,,,
26604,10/02/2017,TW,,,,
26606,25/03/2017,VN,,,,
26615,21/05/2017,TW,,,,
26620,25/03/2017,VN,,,,
26622,6/05/2017,PH,,,,
26630,2/03/2017,TW,,,,
26632,16/02/2017,ID,,,,
26636,3/04/2017,MY,,,,
26643,18/05/2017,ID,,,,
26645,9/01/2017,SG,,,,
26649,23/05/2017,TH,,,,
26654,26/03/2017,SG,,,,
26661,2/01/2017,VN,,,,
26666,6/05/2017,VN,,,,
26673,5/03/2017,MY,,,,
26680,13/04/2017,PH,,,,
26687,20/03/2017,SG,,,,
26688,3/03/2017,MY,,,,
26690,3/04/2017,TH,,,,
26691,6/02/2017,VN,,,,
26701,1/03/2017,MY,,,,
26710,18/02/2017,MY,,,,
26716,16/04/2017,TW,,,,
26718,16/01/2017,VN,,,,
26725,19/01/2017,VN,,,,
26726,3/05/2017,PH,,,,
26727,6/02/2017,VN,,,,
26730,5/02/2017,PH,,,,
26737,3/01/2017,PH,,,,
26744,11/04/2017,TW,,,,
26753,16/04/2017,PH,,,,
26760,14/03/2017,TW,,,,
26763,21/04/2017,ID,,,,
26769,10/02/2017,SG,,,,
26772,8/03/2017,TW,,,,
26773,12/02/2017,ID,,,,
26781,14/03/2017,ID,,,,
26791,7/01/2017,ID,,,,
26801,25/01/2017,TW,,,,
26802,21/03/2017,PH,,,,
26806,30/03/2017,VN,,,,
26814,25/03/2017,ID,,,,
26823,19/02/2017,PH,,,,
26830,17/05/2017,SG,,,,
26838,2/03/2017,VN,,,,
26843,26/05/2017,PH,,,,
26848,9/04/2017,TH,,,,
26853,14/02/2017,ID,,,,
26858,15/04/2017,MY,,,,
26865,1/02/2017,ID,,,,
26874,29/03/2017,PH,,,,
26883,11/03/2017,ID,,,,
26888,10/01/2017,ID,,,,
26897,27/05/2017,ID,,,,
26905,15/05/2017,MY,,,,
26908,9/03/2017,PH,,,,
26913,2/05/2017,SG,,,,
26919,25/01/2017,PH,,,,
26927,10/01/2017,VN,,,,
26935,18/02/2017,ID,,,,
26944,24/04/2017,TH,,,,
26945,8/02/2017,SG,,,,
26947,28/01/2017,ID,,,,
26956,29/04/2017,TW,,,,
26958,11/04/2017,SG,,,,
26967,2/03/2017,ID,,,,
26971,2/04/2017,VN,,,,
26975,8/04/2017,PH,,,,
26978,12/01/2017,PH,,,,
26986,2/04/2017,TW,,,,
26995,7/02/2017,TW,,,,
27005,4/03/2017,ID,,,,
27007,15/04/2017,TW,,,,
27013,24/02/2017,ID,,,,
27018,15/03/2017,MY,,,,
27020,13/05/2017,TH,,,,
27023,10/03/2017,PH,,,,
27028,18/05/2017,ID,,,,
27037,18/01/2017,TH,,,,
27040,12/04/2017,PH,,,,
27043,6/02/2017,VN,,,,
27050,28/04/2017,SG,,,,
27051,7/05/2017,MY,,,,
27055,28/02/2017,ID,,,,
27065,14/05/2017,PH,,,,
27069,18/01/2017,TH,,,,
27078,18/01/2017,SG,,,,
27082,12/05/2017,PH,,,,
27084,28/05/2017,ID,,,,
27094,10/01/2017,PH,,,,
27098,22/01/2017,ID,,,,
27101,6/05/2017,TH,,,,
27107,20/05/2017,SG,,,,
27113,25/01/2017,TH,,,,
27116,24/01/2017,VN,,,,
27121,21/03/2017,MY,,,,
27123,11/03/2017,SG,,,,
27127,28/01/2017,ID,,,,
27131,9/02/2017,TH,,,,
27141,22/05/2017,PH,,,,
27149,30/04/2017,TW,,,,
27157,8/04/2017,TH,,,,
27158,23/01/2017,ID,,,,
27163,25/01/2017,PH,,,,
27166,5/05/2017,TW,,,,
27170,5/03/2017,ID,,,,
27171,29/05/2017,TH,,,,
27181,11/01/2017,SG,,,,
27184,20/02/2017,ID,,,,
27193,10/05/2017,VN,,,,
27198,9/01/2017,ID,,,,
27199,21/01/2017,ID,,,,
27209,1/03/2017,TW,,,,
27216,5/02/2017,MY,,,,
27222,23/05/2017,TW,,,,
27225,8/04/2017,ID,,,,
27226,23/01/2017,TH,,,,
27227,30/05/2017,MY,,,,
27235,9/01/2017,PH,,,,
27241,29/03/2017,PH,,,,
27242,26/02/2017,MY,,,,
27251,15/01/2017,TW,,,,
27257,20/01/2017,ID,,,,
27264,5/02/2017,TH,,,,
27273,17/01/2017,PH,,,,
27277,14/04/2017,SG,,,,
27279,26/03/2017,VN,,,,
27286,2/03/2017,PH,,,,
27290,8/04/2017,ID,,,,
27298,13/01/2017,VN,,,,
27306,24/05/2017,TH,,,,
27316,31/05/2017,SG,,,,
27318,23/02/2017,ID,,,,
27328,1/04/2017,SG,,,,
27334,3/04/2017,TH,,,,
27336,13/02/2017,VN,,,,
27338,18/02/2017,MY,,,,
27340,10/02/2017,ID,,,,
27344,18/03/2017,SG,,,,
27351,17/02/2017,MY,,,,
27359,8/05/2017,PH,,,,
27367,23/03/2017,ID,,,,
27377,18/04/2017,VN,,,,
27387,15/03/2017,ID,,,,
27395,3/03/2017,SG,,,,
27404,14/05/2017,ID,,,,
27411,12/02/2017,MY,,,,
27421,13/02/2017,PH,,,,
27429,9/04/2017,SG,,,,
27435,5/03/2017,TW,,,,
27442,25/02/2017,MY,,,,
27445,1/02/2017,PH,,,,
27447,23/01/2017,TH,,,,
27454,13/03/2017,SG,,,,
27462,2/01/2017,ID,,,,
27471,28/01/2017,PH,,,,
27476,29/01/2017,VN,,,,
27480,11/05/2017,ID,,,,
27487,17/03/2017,MY,,,,
27492,2/05/2017,SG,,,,
27497,28/01/2017,PH,,,,
27507,6/04/2017,SG,,,,
27511,18/04/2017,TW,,,,
27516,27/03/2017,ID,,,,
27526,23/03/2017,TW,,,,
27535,19/05/2017,SG,,,,
27544,2/04/2017,TW,,,,
27548,8/03/2017,MY,,,,
27555,3/04/2017,ID,,,,
27560,16/03/2017,TW,,,,
27563,12/02/2017,VN,,,,
27571,16/03/2017,VN,,,,
27576,20/02/2017,ID,,,,
27580,10/05/2017,VN,,,,
27586,14/01/2017,SG,,,,
27595,18/03/2017,PH,,,,
27602,23/03/2017,MY,,,,
27604,27/05/2017,TW,,,,
27605,1/06/2017,VN,,,,
27611,18/03/2017,PH,,,,
27612,1/02/2017,SG,,,,
27619,20/02/2017,TH,,,,
27628,1/04/2017,PH,,,,
27632,21/05/2017,ID,,,,
27639,25/03/2017,SG,,,,
27642,6/01/2017,TW,,,,
27650,6/03/2017,MY,,,,
27658,21/04/2017,ID,,,,
27659,8/04/2017,TH,,,,
27663,21/05/2017,ID,,,,
27664,14/05/2017,ID,,,,
27670,12/02/2017,TH,,,,
27676,20/02/2017,VN,,,,
27683,4/05/2017,VN,,,,
27693,26/05/2017,MY,,,,
27697,30/03/2017,TW,,,,
27702,29/05/2017,TH,,,,
27712,11/05/2017,MY,,,,
27718,11/01/2017,PH,,,,
27725,9/04/2017,PH,,,,
27731,19/05/2017,PH,,,,
27739,25/01/2017,VN,,,,
27747,21/04/2017,TW,,,,
27757,25/01/2017,SG,,,,
27764,8/02/2017,MY,,,,
27773,23/03/2017,SG,,,,
27783,10/05/2017,TH,,,,
27786,24/05/2017,MY,,,,
27794,28/03/2017,PH,,,,
27802,25/04/2017,PH,,,,
27811,24/03/2017,TH,,,,
27817,4/03/2017,TH,,,,
27826,31/03/2017,MY,,,,
27827,12/04/2017,ID,,,,
27835,14/04/2017,VN,,,,
27836,13/03/2017,TH,,,,
27838,24/02/2017,MY,,,,
27844,11/02/2017,VN,,,,
27851,18/03/2017,VN,,,,
27856,23/02/2017,PH,,,,
27858,1/06/2017,ID,,,,
27860,23/02/2017,MY,,,,
27861,7/02/2017,TW,,,,
27871,22/05/2017,SG,,,,
27875,11/03/2017,SG,,,,
27882,19/01/2017,PH,,,,
27883,21/05/2017,TH,,,,
27884,3/05/2017,TW,,,,
27887,16/03/2017,MY,,,,
27892,22/01/2017,MY,,,,
27901,4/05/2017,VN,,,,
27906,12/01/2017,ID,,,,
27909,22/03/2017,VN,,,,
27912,30/05/2017,SG,,,,
27917,5/04/2017,MY,,,,
27926,7/02/2017,TH,,,,
27931,18/05/2017,ID,,,,
27933,7/03/2017,MY,,,,
27940,12/01/2017,ID,,,,
27941,25/03/2017,MY,,,,
27948,3/02/2017,PH,,,,
27954,1/02/2017,VN,,,,
27964,18/02/2017,SG,,,,
27970,2/03/2017,MY,,,,
27979,26/02/2017,SG,,,,
27989,28/01/2017,PH,,,,
27998,13/01/2017,TW,,,,
27999,29/05/2017,MY,,,,
28003,30/04/2017,TH,,,,
28011,25/05/2017,PH,,,,
28015,13/04/2017,MY,,,,
28021,20/01/2017,SG,,,,
28030,16/04/2017,MY,,,,
28035,25/01/2017,VN,,,,
28044,4/02/2017,SG,,,,
28045,24/01/2017,TH,,,,
28048,6/01/2017,PH,,,,
28051,21/01/2017,VN,,,,
28057,6/04/2017,TH,,,,
28067,18/05/2017,TW,,,,
28074,30/01/2017,PH,,,,
28083,12/02/2017,VN,,,,
28085,16/02/2017,ID,,,,
28088,27/01/2017,PH,,,,
28091,1/04/2017,VN,,,,
28096,15/05/2017,VN,,,,
28106,4/02/2017,PH,,,,
28107,16/01/2017,PH,,,,
28111,6/01/2017,MY,,,,
28120,23/02/2017,ID,,,,
28121,19/05/2017,TH,,,,
28130,2/01/2017,TW,,,,
28140,17/02/2017,TW,,,,
28149,4/01/2017,ID,,,,
28154,2/04/2017,TW,,,,
28158,18/04/2017,VN,,,,
28159,6/04/2017,VN,,,,
28165,11/01/2017,PH,,,,
28172,24/03/2017,TW,,,,
28181,27/03/2017,MY,,,,
28191,7/05/2017,ID,,,,
28196,24/02/2017,VN,,,,
28205,7/03/2017,ID,,,,
28211,25/01/2017,PH,,,,
28218,4/04/2017,PH,,,,
28220,20/04/2017,SG,,,,
28228,28/01/2017,ID,,,,
28237,31/01/2017,TH,,,,
28247,26/03/2017,SG,,,,
28248,15/03/2017,ID,,,,
28258,13/03/2017,TW,,,,
28267,12/04/2017,VN,,,,
28268,20/02/2017,ID,,,,
28274,17/01/2017,SG,,,,
28276,17/03/2017,SG,,,,
28282,26/02/2017,TW,,,,
28286,8/02/2017,ID,,,,
28290,15/02/2017,TW,,,,
28294,27/03/2017,TH,,,,
28302,5/01/2017,VN,,,,
28304,22/01/2017,VN,,,,
28308,25/01/2017,TW,,,,
28318,31/05/2017,TW,,,,
28320,2/02/2017,TH,,,,
28322,11/02/2017,TH,,,,
28325,3/04/2017,SG,,,,
28331,10/03/2017,MY,,,,
28336,15/01/2017,VN,,,,
28346,1/03/2017,PH,,,,
28351,29/05/2017,TH,,,,
28357,10/03/2017,TW,,,,
28365,7/05/2017,SG,,,,
28373,3/01/2017,SG,,,,
28382,6/05/2017,TH,,,,
28392,4/05/2017,TW,,,,
28401,10/03/2017,PH,,,,
28408,29/04/2017,VN,,,,
28411,7/05/2017,PH,,,,
28415,25/03/2017,SG,,,,
28424,13/05/2017,PH,,,,
28434,13/04/2017,PH,,,,
28442,28/04/2017,SG,,,,
28448,21/02/2017,MY,,,,
28453,29/05/2017,TW,,,,
28456,2/01/2017,PH,,,,
28463,1/03/2017,TW,,,,
28465,16/01/2017,TH,,,,
28468,22/02/2017,MY,,,,
28478,29/01/2017,TW,,,,
28484,7/04/2017,VN,,,,
28489,22/01/2017,TH,,,,
28492,12/05/2017,VN,,,,
28496,16/01/2017,PH,,,,
28498,22/04/2017,PH,,,,
28508,23/02/2017,PH,,,,
28516,29/01/2017,VN,,,,
28521,28/04/2017,VN,,,,
28529,2/05/2017,TW,,,,
28530,9/02/2017,MY,,,,
28534,16/01/2017,TW,,,,
28540,9/03/2017,SG,,,,
28547,28/04/2017,SG,,,,
28554,10/03/2017,PH,,,,
28555,3/01/2017,PH,,,,
28561,27/02/2017,ID,,,,
28564,18/01/2017,SG,,,,
28567,5/03/2017,PH,,,,
28577,20/04/2017,PH,,,,
28584,7/02/2017,ID,,,,
28591,27/03/2017,ID,,,,
28597,23/04/2017,SG,,,,
28600,11/03/2017,TH,,,,
28604,14/05/2017,ID,,,,
28606,20/02/2017,PH,,,,
28613,21/01/2017,SG,,,,
28615,8/03/2017,TH,,,,
28617,23/02/2017,MY,,,,
28625,18/01/2017,MY,,,,
28628,26/02/2017,MY,,,,
28636,20/01/2017,VN,,,,
28646,7/05/2017,ID,,,,
28652,21/01/2017,PH,,,,
28656,20/03/2017,PH,,,,
28666,3/05/2017,TH,,,,
28673,19/03/2017,PH,,,,
28677,27/02/2017,MY,,,,
28686,19/01/2017,MY,,,,
28691,27/02/2017,SG,,,,
28700,1/02/2017,PH,,,,
28704,26/01/2017,TW,,,,
28709,20/01/2017,VN,,,,
28717,28/05/2017,VN,,,,
28722,20/04/2017,VN,,,,
28726,7/04/2017,PH,,,,
28734,22/04/2017,TH,,,,
28744,25/04/2017,TW,,,,
28748,22/01/2017,MY,,,,
28757,15/03/2017,TW,,,,
28760,6/03/2017,TW,,,,
28770,25/01/2017,TW,,,,
28772,28/05/2017,TW,,,,
28775,8/01/2017,PH,,,,
28776,17/04/2017,VN,,,,
28782,10/04/2017,SG,,,,
28787,10/05/2017,ID,,,,
28795,29/01/2017,SG,,,,
28799,13/03/2017,ID,,,,
28800,24/05/2017,MY,,,,
28801,22/05/2017,MY,,,,
28803,27/01/2017,VN,,,,
28813,25/01/2017,PH,,,,
28823,29/03/2017,ID,,,,
28830,27/04/2017,TH,,,,
28839,17/05/2017,PH,,,,
28848,14/03/2017,TH,,,,
28857,14/01/2017,SG,,,,
28866,13/02/2017,SG,,,,
28873,23/02/2017,ID,,,,
28874,2/03/2017,MY,,,,
28875,9/03/2017,ID,,,,
28881,21/01/2017,PH,,,,
28887,10/04/2017,VN,,,,
28893,19/05/2017,MY,,,,
28900,18/03/2017,TH,,,,
28904,1/06/2017,SG,,,,
28913,2/01/2017,SG,,,,
28918,13/04/2017,SG,,,,
28924,13/03/2017,TH,,,,
28934,6/02/2017,TH,,,,
28942,19/02/2017,VN,,,,
28951,7/04/2017,VN,,,,
28954,9/04/2017,SG,,,,
28961,4/01/2017,MY,,,,
28965,9/01/2017,SG,,,,
28972,18/03/2017,ID,,,,
28979,27/03/2017,SG,,,,
28984,27/03/2017,MY,,,,
28991,25/02/2017,VN,,,,
28992,6/02/2017,VN,,,,
29002,3/01/2017,SG,,,,
29009,31/03/2017,MY,,,,
29014,31/05/2017,SG,,,,
29015,11/01/2017,VN,,,,
29020,2/02/2017,TW,,,,
29021,11/04/2017,VN,,,,
29025,14/02/2017,PH,,,,
29034,9/02/2017,ID,,,,
29043,24/02/2017,VN,,,,
29052,27/03/2017,MY,,,,
29062,2/02/2017,TW,,,,
29070,22/05/2017,PH,,,,
29073,17/05/2017,PH,,,,
29079,29/03/2017,SG,,,,
29087,16/04/2017,SG,,,,
29097,2/01/2017,ID,,,,
29100,24/01/2017,ID,,,,
29108,14/02/2017,TW,,,,
29114,20/05/2017,PH,,,,
29116,22/05/2017,TH,,,,
29122,11/03/2017,TH,,,,
29127,31/03/2017,SG,,,,
29136,24/02/2017,SG,,,,
29137,25/05/2017,PH,,,,
29141,21/01/2017,ID,,,,
29147,24/02/2017,VN,,,,
29149,5/01/2017,VN,,,,
29153,25/01/2017,MY,,,,
29157,9/02/2017,TH,,,,
29162,11/01/2017,TH,,,,
29164,15/04/2017,TH,,,,
29167,5/03/2017,SG,,,,
29175,21/01/2017,MY,,,,
29181,19/05/2017,TH,,,,
29189,27/05/2017,TW,,,,
29196,8/05/2017,MY,,,,
29204,27/05/2017,TH,,,,
29211,11/04/2017,VN,,,,
29214,3/04/2017,TH,,,,
29216,26/05/2017,PH,,,,
29219,6/03/2017,TW,,,,
29222,8/03/2017,ID,,,,
29228,3/03/2017,SG,,,,
29233,25/04/2017,ID,,,,
29238,26/02/2017,TW,,,,
29245,10/04/2017,VN,,,,
29248,25/04/2017,SG,,,,
29249,20/01/2017,VN,,,,
29252,19/01/2017,VN,,,,
29260,1/02/2017,MY,,,,
29261,20/04/2017,VN,,,,
29270,24/05/2017,ID,,,,
29279,20/05/2017,TW,,,,
29281,3/01/2017,PH,,,,
29291,2/05/2017,TW,,,,
29300,2/05/2017,SG,,,,
29301,8/03/2017,PH,,,,
29303,22/03/2017,ID,,,,
29310,1/03/2017,TW,,,,
29311,18/04/2017,TH,,,,
29313,17/01/2017,TH,,,,
29319,12/05/2017,TH,,,,
29325,1/05/2017,TH,,,,
29328,23/01/2017,TH,,,,
29330,16/04/2017,MY,,,,
29340,23/02/2017,MY,,,,
29343,7/04/2017,MY,,,,
29352,21/05/2017,SG,,,,
29358,10/01/2017,VN,,,,
29368,11/04/2017,SG,,,,
29375,7/03/2017,ID,,,,
29376,13/04/2017,VN,,,,
29386,5/02/2017,SG,,,,
29388,13/04/2017,ID,,,,
29395,8/02/2017,ID,,,,
29398,3/04/2017,VN,,,,
29407,4/02/2017,TH,,,,
29411,12/05/2017,SG,,,,
29415,28/04/2017,TW,,,,
29416,22/02/2017,VN,,,,
29419,22/05/2017,PH,,,,
29421,19/04/2017,TH,,,,
29422,2/03/2017,TW,,,,
29427,17/03/2017,SG,,,,
29428,14/02/2017,TH,,,,
29431,5/01/2017,TW,,,,
29440,3/02/2017,SG,,,,
29450,28/01/2017,MY,,,,
29460,4/05/2017,VN,,,,
29464,14/03/2017,PH,,,,
29466,23/04/2017,TW,,,,
29468,13/05/2017,SG,,,,
29474,5/02/2017,PH,,,,
29482,1/03/2017,VN,,,,
29487,22/05/2017,TW,,,,
29496,5/02/2017,MY,,,,
29500,6/02/2017,PH,,,,
29509,21/05/2017,PH,,,,
29514,23/01/2017,TH,,,,
29524,16/03/2017,ID,,,,
29530,26/03/2017,SG,,,,
29535,3/05/2017,PH,,,,
29536,24/02/2017,PH,,,,
29541,9/02/2017,VN,,,,
29551,9/04/2017,VN,,,,
29555,18/03/2017,MY,,,,
29558,25/01/2017,ID,,,,
29566,24/04/2017,ID,,,,
29574,28/02/2017,SG,,,,
29584,3/04/2017,TH,,,,
29592,17/02/2017,MY,,,,
29597,28/05/2017,SG,,,,
29605,31/05/2017,VN,,,,
29613,15/04/2017,ID,,,,
29614,26/01/2017,PH,,,,
29616,2/05/2017,SG,,,,
29621,27/03/2017,PH,,,,
29629,21/01/2017,SG,,,,
29634,8/04/2017,VN,,,,
29642,1/02/2017,SG,,,,
29651,7/05/2017,ID,,,,
29654,28/02/2017,PH,,,,
29655,22/04/2017,SG,,,,
29658,13/02/2017,TW,,,,
29662,4/02/2017,ID,,,,
29666,23/04/2017,PH,,,,
29671,10/04/2017,ID,,,,
29681,25/03/2017,MY,,,,
29690,9/03/2017,TH,,,,
29700,27/05/2017,PH,,,,
29704,19/04/2017,TW,,,,
29710,1/06/2017,ID,,,,
29715,24/01/2017,TW,,,,
29722,23/05/2017,ID,,,,
29726,18/03/2017,TW,,,,
29729,16/03/2017,PH,,,,
29732,18/02/2017,ID,,,,
29740,6/04/2017,MY,,,,
29743,3/03/2017,PH,,,,
29746,5/04/2017,TH,,,,
29754,26/04/2017,SG,,,,
29756,12/02/2017,PH,,,,
29763,31/01/2017,TW,,,,
29770,26/01/2017,ID,,,,
29777,30/05/2017,VN,,,,
29785,31/05/2017,VN,,,,
29794,2/03/2017,PH,,,,
29798,10/01/2017,TH,,,,
29799,24/04/2017,ID,,,,
29801,26/04/2017,PH,,,,
29805,29/05/2017,PH,,,,
29809,6/02/2017,ID,,,,
29819,16/02/2017,VN,,,,
29820,27/03/2017,MY,,,,
29825,12/04/2017,SG,,,,
29829,12/01/2017,TH,,,,
29832,22/01/2017,MY,,,,
29834,7/05/2017,TW,,,,
29842,15/03/2017,MY,,,,
29848,18/03/2017,MY,,,,
29854,21/01/2017,TH,,,,
29856,17/02/2017,ID,,,,
29858,4/01/2017,TW,,,,
29859,29/05/2017,ID,,,,
29868,19/02/2017,SG,,,,
29877,24/01/2017,ID,,,,
29878,28/01/2017,TW,,,,
